Player,MP,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,Starter,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y,GameID,DateTime,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM
Norman Powell,17.8,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,4.0,8.0,0.5,1.0,4.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,-11.0,0.592,0.563,0.5,0.125,0.0,6.4,3.3,9.6,0.0,0.0,19.2,28.1,94.0,124.0,-6.6
Eric Moreland,10.166666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,-16.0,0.5,0.5,0.333,0.0,11.8,22.5,17.3,0.0,0.0,0.0,0.0,14.1,115.0,119.0,-7.5
Patrick McCaw,9.533333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,,,,,0.0,12.0,6.1,0.0,0.0,0.0,,0.0,0.0,123.0,-5.4
Andre Drummond,33.06666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,5.0,8.0,0.625,0.0,0.0,,5.0,5.0,1.0,4.0,13.0,17.0,1.0,2.0,0.0,1.0,2.0,15.0,-7.0,0.735,0.625,0.0,0.625,13.8,47.2,30.1,4.6,3.2,0.0,8.9,15.5,151.0,109.0,6.2
Blake Griffin,32.6,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,9.0,21.0,0.429,4.0,8.0,0.5,3.0,5.0,0.6,2.0,6.0,8.0,3.0,0.0,0.0,5.0,5.0,25.0,-2.0,0.539,0.524,0.381,0.238,7.0,22.1,14.4,17.2,0.0,0.0,17.7,39.6,96.0,121.0,-4.2
Wayne Ellington,25.833333333333332,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,4.0,10.0,0.4,1.0,6.0,0.167,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,9.0,0.0,0.45,0.45,0.6,0.0,0.0,9.3,4.5,5.9,0.0,0.0,9.1,19.5,87.0,124.0,-10.8
Reggie Jackson,24.233333333333334,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,5.0,10.0,0.5,2.0,3.0,0.667,8.0,9.0,0.889,0.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,20.0,-8.0,0.716,0.6,0.3,0.9,0.0,9.9,4.8,27.2,2.2,0.0,0.0,26.4,160.0,119.0,14.3
Bruce Brown,14.083333333333334,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,1.0,6.0,0.167,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,-3.0,0.167,0.167,0.333,0.0,0.0,8.5,4.2,9.6,3.7,0.0,0.0,19.5,49.0,115.0,-11.8
Langston Galloway,28.166666666666668,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,4.0,7.0,0.571,1.0,3.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,11.0,11.0,0.698,0.643,0.429,0.286,0.0,8.5,4.2,5.3,0.0,0.0,0.0,12.8,148.0,124.0,-1.7
Luke Kennard,27.583333333333332,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4.4,2.1,14.0,1.9,0.0,50.0,3.3,122.0,120.0,-2.9
Ish Smith,23.766666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,4.0,9.0,0.444,0.0,2.0,0.0,0.0,0.0,,4.0,1.0,5.0,8.0,3.0,0.0,0.0,0.0,8.0,11.0,0.444,0.444,0.222,0.0,19.2,5.0,12.3,52.3,6.6,0.0,0.0,17.3,138.0,109.0,15.7
Thon Maker,17.433333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,2.0,5.0,0.4,0.0,3.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,7.0,3.0,0.554,0.4,0.6,0.6,0.0,20.7,10.1,0.0,0.0,12.0,0.0,16.6,123.0,112.0,0.0
Zaza Pachulia,13.233333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,4.0,6.0,0.667,0.0,0.0,,3.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,11.0,9.0,0.751,0.667,0.0,0.5,8.6,18.1,13.3,14.8,0.0,7.9,21.5,32.2,122.0,116.0,5.9
Trae Young,32.05,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,9.0,18.0,0.5,0.0,5.0,0.0,2.0,3.0,0.667,0.0,6.0,6.0,5.0,1.0,0.0,2.0,3.0,20.0,-18.0,0.518,0.5,0.278,0.167,0.0,17.3,8.6,30.5,1.5,0.0,9.4,28.2,100.0,99.0,2.7
Taurean Prince,28.15,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,4.0,11.0,0.364,1.0,5.0,0.2,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,5.0,4.0,9.0,-7.0,0.409,0.409,0.455,0.0,0.0,9.8,4.9,10.9,1.7,0.0,31.3,24.1,58.0,101.0,-10.4
Dewayne Dedmon,24.6,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,4.0,10.0,0.4,2.0,6.0,0.333,0.0,0.0,,3.0,11.0,14.0,2.0,2.0,0.0,2.0,5.0,10.0,-18.0,0.5,0.5,0.6,0.0,11.0,41.3,26.0,12.9,3.8,0.0,16.7,20.6,95.0,86.0,4.4
Kevin Huerter,22.45,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,1.0,7.0,0.143,1.0,3.0,0.333,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,3.0,-16.0,0.214,0.214,0.429,0.0,0.0,12.3,6.1,0.0,0.0,4.5,22.2,17.0,34.0,101.0,-13.2
John Collins,20.033333333333335,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,5.0,9.0,0.556,0.0,1.0,0.0,0.0,0.0,,3.0,4.0,7.0,1.0,0.0,1.0,1.0,6.0,10.0,-6.0,0.556,0.556,0.111,0.0,13.6,18.4,16.0,9.2,0.0,5.0,10.0,21.1,109.0,98.0,-0.7
Vince Carter,26.933333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,3.0,8.0,0.375,2.0,6.0,0.333,0.0,0.0,,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,8.0,2.0,0.5,0.5,0.75,0.0,0.0,0.0,0.0,16.4,3.5,0.0,0.0,12.6,110.0,100.0,5.4
Kent Bazemore,25.233333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,1.0,6.0,0.167,0.0,2.0,0.0,3.0,4.0,0.75,0.0,8.0,8.0,2.0,1.0,0.0,2.0,1.0,5.0,0.0,0.322,0.167,0.333,0.667,0.0,29.3,14.5,10.5,1.8,0.0,20.5,16.4,62.0,94.0,-5.1
Alex Len,24.433333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,5.0,8.0,0.625,1.0,3.0,0.333,2.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,13.0,2.0,0.732,0.688,0.375,0.25,0.0,11.3,5.6,7.0,0.0,4.1,10.1,17.1,129.0,102.0,6.2
DeAndre' Bembry,20.166666666666668,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,4.0,9.0,0.444,0.0,1.0,0.0,0.0,0.0,,2.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,8.0,3.0,0.444,0.444,0.111,0.0,9.0,4.6,6.8,25.1,2.3,0.0,18.2,23.1,88.0,101.0,-0.8
Jaylen Adams,15.95,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,2.0,5.0,0.4,1.0,3.0,0.333,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,5.0,8.0,0.46,0.5,0.6,0.2,0.0,17.4,8.6,9.4,0.0,0.0,15.5,17.1,79.0,102.0,-5.2
Aaron Gordon,38.21666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,9.0,16.0,0.563,3.0,6.0,0.5,1.0,2.0,0.5,2.0,6.0,8.0,3.0,1.0,0.0,2.0,1.0,22.0,13.0,0.652,0.656,0.375,0.125,4.8,14.2,9.6,17.4,1.2,0.0,10.6,20.9,118.0,92.0,6.2
Nikola Vučević,34.3,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,10.0,20.0,0.5,0.0,3.0,0.0,7.0,7.0,1.0,4.0,16.0,20.0,3.0,3.0,0.0,2.0,2.0,27.0,6.0,0.585,0.5,0.15,0.35,10.8,42.2,26.7,22.1,4.1,0.0,8.0,30.9,118.0,80.0,12.2
D.J. Augustin,32.25,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,4.0,10.0,0.4,2.0,4.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,9.0,2.0,0.0,1.0,3.0,11.0,10.0,0.527,0.5,0.4,0.1,0.0,5.6,2.8,49.5,2.9,0.0,8.7,15.0,119.0,90.0,4.3
Evan Fournier,29.35,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,4.0,12.0,0.333,1.0,6.0,0.167,2.0,2.0,1.0,0.0,4.0,4.0,4.0,1.0,0.0,2.0,3.0,11.0,18.0,0.427,0.375,0.5,0.167,0.0,12.3,6.2,24.7,1.6,0.0,13.4,21.4,85.0,91.0,-4.4
Jonathan Isaac,26.383333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.857,0.0,0.0,10.3,5.2,0.0,1.8,3.2,12.5,12.8,0.0,89.0,-13.6
Wesley Iwundu,25.566666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,3.0,7.0,0.429,2.0,4.0,0.5,6.0,8.0,0.75,4.0,3.0,7.0,0.0,1.0,2.0,0.0,0.0,14.0,-9.0,0.665,0.571,0.571,1.143,14.4,10.6,12.5,0.0,1.8,6.7,0.0,17.4,148.0,86.0,12.2
Terrence Ross,24.483333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,2.0,8.0,0.25,1.0,6.0,0.167,1.0,1.0,1.0,0.0,4.0,4.0,1.0,3.0,0.0,5.0,1.0,6.0,2.0,0.355,0.313,0.75,0.125,0.0,14.8,7.5,6.7,5.7,0.0,37.2,23.2,47.0,82.0,-8.9
Michael Carter-Williams,15.75,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,0.0,3.0,0.0,0.0,2.0,0.0,5.0,8.0,0.625,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.383,0.0,0.667,2.667,0.0,23.0,11.6,9.2,0.0,0.0,0.0,17.5,92.0,92.0,-8.0
Khem Birch,13.7,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170ORL,2019-03-17 18:00:00,1.0,2.0,0.5,0.0,0.0,,3.0,4.0,0.75,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,0.665,0.5,0.0,2.0,0.0,19.8,10.0,0.0,0.0,0.0,21.0,14.7,107.0,93.0,-4.5
Zach LaVine,29.183333333333334,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,7.0,18.0,0.389,2.0,3.0,0.667,2.0,3.0,0.667,2.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,18.0,-20.0,0.466,0.444,0.167,0.167,7.7,3.7,5.7,18.0,4.8,2.1,9.4,30.2,98.0,121.0,1.8
Robin Lopez,27.516666666666666,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,2.0,6.0,0.333,0.0,0.0,,4.0,6.0,0.667,2.0,4.0,6.0,0.0,0.0,2.0,1.0,1.0,8.0,-17.0,0.463,0.333,0.0,1.0,8.1,15.9,12.0,0.0,0.0,4.4,10.4,14.5,98.0,126.0,-7.0
Otto Porter,24.216666666666665,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,3.0,9.0,0.333,1.0,4.0,0.25,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,8.0,-15.0,0.424,0.389,0.444,0.111,0.0,9.0,4.6,6.0,1.9,0.0,17.5,19.5,76.0,127.0,-10.8
Lauri Markkanen,22.85,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,4.0,8.0,0.5,1.0,4.0,0.25,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,3.0,1.0,11.0,-17.0,0.619,0.563,0.5,0.25,0.0,14.3,7.2,13.7,0.0,2.6,25.3,21.5,97.0,128.0,-3.6
Kris Dunn,19.966666666666665,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,4.0,11.0,0.364,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,1.0,5.0,1.0,0.0,2.0,1.0,8.0,-19.0,0.364,0.364,0.273,0.0,0.0,5.5,2.8,40.9,2.3,0.0,15.4,26.9,82.0,127.0,-8.2
Wayne Selden,24.3,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,2.0,7.0,0.286,1.0,4.0,0.25,4.0,6.0,0.667,0.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,9.0,-7.0,0.467,0.357,0.571,0.857,0.0,13.5,6.8,5.6,0.0,2.5,9.4,18.1,95.0,128.0,-7.1
Timothé Luwawu-Cabarrot,22.383333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,4.0,8.0,0.5,3.0,5.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,-14.0,0.652,0.688,0.625,0.125,0.0,0.0,0.0,7.0,0.0,0.0,0.0,15.6,132.0,134.0,-0.5
Ryan Arcidiacono,20.05,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,4.0,6.0,0.667,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,10.0,-10.0,0.833,0.833,0.5,0.0,11.1,16.3,13.8,0.0,0.0,0.0,25.0,16.5,119.0,129.0,-2.4
Shaquille Harrison,19.916666666666668,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,5.0,6.0,0.833,0.0,0.0,,1.0,1.0,1.0,0.0,4.0,4.0,7.0,1.0,0.0,4.0,1.0,11.0,-11.0,0.854,0.833,0.0,0.167,0.0,21.9,11.1,62.6,2.4,0.0,38.3,21.6,119.0,122.0,7.0
Cristiano Felício,17.616666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,4.0,6.0,10.0,0.0,0.0,1.0,1.0,1.0,4.0,-6.0,0.667,0.667,0.0,0.0,25.3,37.2,31.3,0.0,0.0,3.4,25.0,9.4,125.0,121.0,-2.9
Antonio Blakeney,12.0,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,2.0,6.0,0.333,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.311,0.333,0.0,0.167,0.0,18.2,9.2,0.0,0.0,0.0,13.4,25.6,55.0,129.0,-18.0
Harrison Barnes,29.616666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,7.0,11.0,0.636,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,15.0,18.0,0.656,0.636,0.182,0.091,7.4,0.0,3.7,3.8,0.0,0.0,14.9,18.1,121.0,111.0,-4.3
De'Aaron Fox,25.05,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,6.0,12.0,0.5,2.0,4.0,0.5,3.0,4.0,0.75,0.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,17.0,11.0,0.618,0.583,0.333,0.333,0.0,17.8,8.8,13.5,3.7,3.1,12.7,25.2,120.0,96.0,3.6
Buddy Hield,24.933333333333334,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,6.0,12.0,0.5,2.0,3.0,0.667,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,16.0,25.0,0.621,0.583,0.25,0.167,4.4,9.0,6.6,18.1,5.6,3.1,13.4,23.9,125.0,94.0,8.9
Willie Cauley-Stein,19.9,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,4.0,7.0,0.571,0.0,0.0,,1.0,2.0,0.5,3.0,4.0,7.0,5.0,1.0,0.0,2.0,2.0,9.0,13.0,0.571,0.571,0.0,0.286,16.4,22.4,19.4,27.2,2.4,0.0,20.2,19.9,121.0,100.0,4.4
Nemanja Bjelica,18.45,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,3.0,7.0,0.429,1.0,2.0,0.5,1.0,2.0,0.5,1.0,4.0,5.0,2.0,0.0,0.0,0.0,3.0,8.0,6.0,0.508,0.5,0.286,0.286,5.9,24.2,15.0,11.3,0.0,0.0,0.0,17.1,127.0,104.0,-3.1
Bogdan Bogdanović,22.6,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,3.0,6.0,0.5,2.0,2.0,1.0,0.0,0.0,,1.0,5.0,6.0,3.0,2.0,0.0,0.0,1.0,8.0,27.0,0.667,0.667,0.333,0.0,4.8,24.7,14.6,13.4,4.1,0.0,0.0,10.6,160.0,95.0,6.7
Corey Brewer,21.666666666666668,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,1.0,4.0,0.25,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,4.0,17.0,0.41,0.25,0.75,0.5,0.0,0.0,0.0,12.8,2.2,0.0,0.0,9.0,123.0,106.0,-4.1
Marvin Bagley,21.066666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,9.0,14.0,0.643,0.0,2.0,0.0,3.0,3.0,1.0,4.0,5.0,9.0,2.0,0.0,1.0,1.0,1.0,21.0,16.0,0.685,0.643,0.143,0.214,20.7,26.5,23.6,13.6,0.0,3.7,6.1,31.0,145.0,101.0,9.4
Harry Giles,21.0,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,8.0,14.0,0.571,0.0,0.0,,0.0,0.0,,1.0,5.0,6.0,3.0,1.0,3.0,1.0,4.0,16.0,17.0,0.571,0.571,0.0,0.0,5.2,26.6,15.8,19.2,2.2,11.1,6.7,28.6,122.0,91.0,6.9
Yogi Ferrell,12.0,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,-1.0,0.625,0.625,0.5,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,13.3,135.0,102.0,-0.9
Alec Burks,9.516666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-8.0,,,,,0.0,23.5,11.6,18.7,0.0,0.0,,0.0,215.0,105.0,0.6
Kosta Koufos,7.1,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,3.0,7.0,0.429,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,6.0,-3.0,0.429,0.429,0.0,0.0,30.7,31.4,31.1,0.0,6.6,10.9,0.0,39.4,109.0,80.0,-3.7
Frank Mason,7.1,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170SAC,2019-03-17 18:00:00,2.0,5.0,0.4,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,0.4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,91.0,111.0,-14.4
Josh Okogie,34.53333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170HOU,2019-03-17 21:00:00,8.0,14.0,0.571,3.0,7.0,0.429,2.0,4.0,0.5,2.0,3.0,5.0,3.0,1.0,0.0,2.0,1.0,21.0,-13.0,0.666,0.679,0.5,0.286,5.7,8.9,7.2,15.5,1.4,0.0,11.3,21.3,126.0,123.0,5.4
Andrew Wiggins,32.35,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170HOU,2019-03-17 21:00:00,6.0,17.0,0.353,2.0,5.0,0.4,0.0,0.0,,0.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,14.0,-29.0,0.412,0.412,0.294,0.0,0.0,12.6,6.2,10.2,1.5,3.4,10.5,24.3,84.0,120.0,-4.8
Karl-Anthony Towns,29.45,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170HOU,2019-03-17 21:00:00,8.0,22.0,0.364,2.0,5.0,0.4,4.0,5.0,0.8,4.0,6.0,10.0,6.0,0.0,2.0,4.0,4.0,22.0,-18.0,0.455,0.409,0.227,0.227,13.3,20.8,17.0,39.2,0.0,7.4,14.2,39.6,98.0,118.0,3.5
Tyus Jones,29.35,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170HOU,2019-03-17 21:00:00,0.0,6.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.5,0.333,0.0,13.9,6.8,21.5,0.0,0.0,0.0,9.7,44.0,125.0,-13.9
Dario Šarić,23.25,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170HOU,2019-03-17 21:00:00,3.0,7.0,0.429,0.0,1.0,0.0,2.0,2.0,1.0,4.0,4.0,8.0,0.0,1.0,0.0,2.0,1.0,8.0,-23.0,0.508,0.429,0.143,0.286,16.9,17.6,17.2,0.0,2.1,0.0,20.2,17.6,99.0,119.0,-5.3
Taj Gibson,21.616666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170HOU,2019-03-17 21:00:00,4.0,7.0,0.571,0.0,0.0,,7.0,9.0,0.778,4.0,6.0,10.0,1.0,0.0,1.0,2.0,2.0,15.0,0.0,0.684,0.571,0.0,1.286,18.1,28.3,23.1,7.6,0.0,5.0,15.4,24.8,131.0,117.0,4.7
Keita Bates-Diop,17.266666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170HOU,2019-03-17 21:00:00,3.0,5.0,0.6,1.0,3.0,0.333,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,7.0,11.0,0.7,0.7,0.6,0.0,0.0,11.8,5.8,9.4,2.9,0.0,16.7,14.4,117.0,118.0,1.9
