player,year_min,year_max,pos,height,weight,birth_date,colleges,season,age,team_id,lg_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
Lamond Murray,1995,2006,,6-7,236,"April 20, 1973",California,Career,,,NBA,736,364,25.1,4.3,9.9,.430,0.7,2.0,.360,3.5,7.9,.447,.466,2.0,2.7,.759,1.3,2.8,4.1,1.3,0.9,0.4,1.6,2.0,11.3
Ronald Murray,2003,2010,,6-4,190,"July 29, 1979","Meridian Community College, Shaw",Career,,,NBA,487,92,22.7,3.7,9.0,.414,0.7,2.2,.304,3.0,6.7,.450,.452,1.8,2.5,.725,0.4,1.7,2.1,2.3,0.8,0.2,1.5,1.6,9.9
Tracy Murray,1993,2004,,6-7,225,"July 25, 1971",UCLA,Career,,,NBA,659,80,18.4,3.3,7.7,.430,1.1,2.9,.388,2.2,4.7,.457,.504,1.3,1.5,.829,0.8,1.7,2.5,0.8,0.5,0.2,0.9,1.7,9.0
Willie Murrell,1968,1970,,6-6,225,"September 13, 1941",Kansas State,Career,,,ABA,228,,29.6,5.5,11.8,.466,0.1,0.2,.304,5.4,11.6,.469,.468,2.1,2.9,.719,2.0,4.5,7.3,1.0,,,1.7,2.8,13.1
Dorie Murrey,1967,1972,,6-8,215,"September 7, 1943",Detroit Mercy,Career,,,NBA,357,,12.6,1.7,3.9,.425,,,,,,,,1.4,2.1,.679,,,4.4,0.6,,,,2.3,4.7
Toure' Murry,2014,2015,,6-5,195,"November 8, 1989",Wichita State,Career,,,NBA,56,0,7.0,1.0,2.4,.433,0.1,0.2,.417,0.9,2.2,.434,.451,0.4,0.7,.610,0.3,0.6,0.8,0.9,0.4,0.0,0.7,0.9,2.6
Džanan Musa,2019,2020,,6-9,217,"May 8, 1999",,Career,,,NBA,49,0,10.7,1.5,4.0,.376,0.4,1.8,.227,1.1,2.2,.500,.428,0.9,1.3,.726,0.4,1.4,1.9,0.9,0.3,0.0,0.8,0.6,4.3
Mike Muscala,2014,2021,,6-10,240,"July 1, 1991",Bucknell,Career,,,NBA,389,30,15.7,2.2,4.7,.458,0.9,2.4,.368,1.3,2.4,.549,.550,0.8,0.9,.847,0.9,2.3,3.2,0.9,0.3,0.5,0.6,1.5,6.0
Angelo Musi,1947,1949,,5-9,145,"July 25, 1918",Temple,Career,,,BAA,161,,,3.5,11.9,.290,,,,,,,,1.5,2.0,.771,,,,0.7,,,,1.8,8.4
Jerrod Mustaf,1991,1994,,6-10,238,"October 28, 1969",Maryland,Career,,,NBA,179,19,10.6,1.6,3.5,.449,0.0,0.0,.000,1.6,3.5,.450,.449,0.8,1.3,.648,0.8,1.7,2.5,0.6,0.3,0.3,0.8,1.3,4.0
Dikembe Mutombo*,1992,2009,,7-2,245,"June 25, 1966",Georgetown,Career,,,NBA,1196,997,30.8,3.5,6.7,.518,0.0,0.0,.000,3.5,6.7,.518,.518,2.8,4.1,.684,3.2,7.1,10.3,1.0,0.4,2.8,1.8,2.8,9.8
Martin Müürsepp,1997,1998,,6-9,235,"September 26, 1974",,Career,,,NBA,83,7,11.5,1.7,3.9,.425,0.2,0.7,.323,1.4,3.1,.450,.457,1.1,1.7,.693,1.0,1.2,2.2,0.6,0.5,0.3,0.6,1.9,4.7
Pete Myers,1987,1998,,6-6,180,"September 15, 1963",Little Rock,Career,,,NBA,377,100,16.0,1.8,4.2,.421,0.1,0.4,.219,1.7,3.8,.442,.431,1.2,1.8,.668,0.6,1.2,1.8,2.1,0.7,0.2,1.2,1.8,4.8
Sviatoslav Mykhailiuk,2019,2021,,6-7,205,"June 10, 1997",Kansas,Career,,,NBA,164,41,18.5,2.6,6.4,.400,1.5,4.2,.362,1.0,2.2,.471,.518,0.7,0.9,.764,0.3,1.5,1.8,1.5,0.6,0.1,1.0,1.1,7.3
